Game,Move,White,Black,White_moved,Black_moved,move_detail_white,move_detail_black,Result,WhiteRank,BlackRank,white_rank_text,black_rank_text,statuss
145,26,Rc1,Qb5,Moved,Moved,,,0-1,896,949,basic,basic,basic
145,27,cxb5,c5,Take Queen  ,Moved,,,0-1,896,949,basic,basic,basic
145,28,Bc4,Bf4,Moved,Moved,,,0-1,896,949,basic,basic,basic
145,29,Qc2,Bxd2,Moved,Take Knight  ,,,0-1,896,949,basic,basic,basic
145,30,Qxd2,Kg7,Take Bishop   ,Moved,,,0-1,896,949,basic,basic,basic
145,31,Qxd6,Kh6,Take Pawn  ,Moved,,,0-1,896,949,basic,basic,basic
145,32,Qf8+,Kg5,Check,Moved,,,0-1,896,949,basic,basic,basic
146,1,e4,c6,Moved,Moved,,,0-1,1171,1078,basic,basic,basic
146,2,d4,d5,Moved,Moved,,,0-1,1171,1078,basic,basic,basic
146,3,e5,c5,Moved,Moved,,,0-1,1171,1078,basic,basic,basic
146,4,Nc3,cxd4,Moved,Take Pawn  ,,,0-1,1171,1078,basic,basic,basic
146,5,Qxd4,Nc6,Take Pawn  ,Moved,,,0-1,1171,1078,basic,basic,basic
146,6,Qf4,e6,Moved,Moved,,,0-1,1171,1078,basic,basic,basic
146,7,Nf3,Be7,Moved,Moved,,,0-1,1171,1078,basic,basic,basic
146,8,Qd2,f6,Moved,Moved,,,0-1,1171,1078,basic,basic,basic
146,9,exf6,Nxf6,Take Pawn  ,Take Pawn  ,,,0-1,1171,1078,basic,basic,basic
146,10,Qd1,Nb4,Moved,Moved,,,0-1,1171,1078,basic,basic,basic
146,11,Bb5+,Bd7,Check,Moved,,,0-1,1171,1078,basic,basic,basic
146,12,Bxd7+,Qxd7,Take Bishop and check  ,Take Bishop  ,,,0-1,1171,1078,basic,basic,basic
146,13,O-O,Ne4,Castle  ,Moved,,,0-1,1171,1078,basic,basic,basic
146,14,Ne5,Qd6,Moved,Moved,,,0-1,1171,1078,basic,basic,basic
146,15,Qh5+,g6,Check,Moved,,,0-1,1171,1078,basic,basic,basic
146,16,Nxg6,Nf6,Take Pawn  ,Moved,,,0-1,1171,1078,basic,basic,basic
146,17,Nxh8+,Nxh5,Take Rook and check ,Take Queen  ,,,0-1,1171,1078,basic,basic,basic
146,18,Bf4,Qxf4,Moved,Take Bishop  ,,,0-1,1171,1078,basic,basic,basic
147,1,e4,e5,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,2,Nf3,Nc6,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,3,Bb5,Nge7,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,4,O-O,a6,Castle  ,Moved,,,0-1,1078,1171,basic,basic,basic
147,5,Ba4,b5,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,6,Bb3,g6,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,7,c3,Bg7,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,8,d4,exd4,Moved,Take Pawn  ,,,0-1,1078,1171,basic,basic,basic
147,9,cxd4,f5,Take Pawn  ,Moved,,,0-1,1078,1171,basic,basic,basic
147,10,exf5,Nxf5,Take Pawn  ,Take Pawn  ,,,0-1,1078,1171,basic,basic,basic
147,11,Re1+,Kf8,Check,Moved,,,0-1,1078,1171,basic,basic,basic
147,12,Bg5,Bf6,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,13,Qd2,Bxg5,Moved,Take Bishop  ,,,0-1,1078,1171,basic,basic,basic
147,14,Nxg5,Ncxd4,Take Bishop   ,Take Pawn  ,,,0-1,1078,1171,basic,basic,basic
147,15,Nf7,Nxb3,Moved,Take Bishop  ,,,0-1,1078,1171,basic,basic,basic
147,16,axb3,Kxf7,Take Knight   ,Take Knight  ,,,0-1,1078,1171,basic,basic,basic
147,17,Qd5+,Kf6,Check,Moved,,,0-1,1078,1171,basic,basic,basic
147,18,Qxa8,c6,Take Rook  ,Moved,,,0-1,1078,1171,basic,basic,basic
147,19,Qb8,Nd4,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,20,Qf4+,Nf5,Check,Moved,,,0-1,1078,1171,basic,basic,basic
147,21,Nd2,Re8,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,22,Ne4+,Kg7,Check,Moved,,,0-1,1078,1171,basic,basic,basic
147,23,Red1,h6,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,24,Nd6,Nxd6,Moved,Take Knight  ,,,0-1,1078,1171,basic,basic,basic
147,25,Rxd6,Qe7,Take Knight   ,Moved,,,0-1,1078,1171,basic,basic,basic
147,26,g3,Bb7,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,27,h4,c5,Moved,Moved,,,0-1,1078,1171,basic,basic,basic
147,28,Rad1,Qe1+,Moved,Check,,,0-1,1078,1171,basic,basic,basic
147,29,Rxe1,Rxe1+,Take Queen  ,Take Rook and check ,,,0-1,1078,1171,basic,basic,basic
147,30,Kh2,Rh1#,Moved,Check and Mate,,,0-1,1078,1171,basic,basic,basic
148,1,e3,d5,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,2,d3,Nf6,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,3,h3,Bf5,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,4,a3,e6,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,5,b3,c6,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,6,g3,Bg6,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,7,Bg2,Bd6,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,8,Bb2,Nbd7,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,9,Nd2,Qc7,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,10,Ne2,Ne5,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,11,Nf3,Nxf3+,Moved,Take Knight and check ,,,1--0,1577,967,competente,competente,competente
148,12,Bxf3,Nh5,Take Knight   ,Moved,,,1--0,1577,967,competente,competente,competente
148,13,Bg2,Nxg3,Moved,Take Pawn  ,,,1--0,1577,967,competente,competente,competente
148,14,Nxg3,Bxg3,Take Knight   ,Take Knight  ,,,1--0,1577,967,competente,competente,competente
148,15,fxg3,Qxg3+,Take Bishop   ,Take Knight and check ,,,1--0,1577,967,competente,competente,competente
148,16,Kf1,f5,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,17,Qf3,Qg5,Moved,Moved,,,1--0,1577,967,competente,competente,competente
148,18,Bxg7,Rg8,Take Pawn  ,Moved,,,1--0,1577,967,competente,competente,competente
148,19,Bb2,O-O-O,Moved,Long Castle  ,,,1--0,1577,967,competente,competente,competente
148,20,h4,Qh6,Moved,Moved,,,1--0,1577,967,competente,competente,competente
149,1,Nf3,e6,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,2,d4,b6,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,3,e4,Bb7,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,4,Bd3,h6,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,5,Nc3,Bb4,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,6,e5,Bxc3+,Moved,Take Knight and check ,,,0-1,966,1578,basic,basic,basic
149,7,bxc3,g5,Take Bishop   ,Moved,,,0-1,966,1578,basic,basic,basic
149,8,O-O,Qe7,Castle  ,Moved,,,0-1,966,1578,basic,basic,basic
149,9,Nd2,Nc6,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,10,Qh5,O-O-O,Moved,Long Castle  ,,,0-1,966,1578,basic,basic,basic
149,11,Ne4,d6,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,12,Bxg5,f6,Take Pawn  ,Moved,,,0-1,966,1578,basic,basic,basic
149,13,exf6,Nxf6,Take Pawn  ,Take Pawn  ,,,0-1,966,1578,basic,basic,basic
149,14,Bxf6,Qf8,Take Knight   ,Moved,,,0-1,966,1578,basic,basic,basic
149,15,Qg4,Rg8,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,16,Qxe6+,Rd7,Take Pawn and check ,Moved,,,0-1,966,1578,basic,basic,basic
149,17,d5,Nd8,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,18,Bxd8,Qxd8,Take Knight   ,Take Bishop  ,,,0-1,966,1578,basic,basic,basic
149,19,Nf6,Rg6,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,20,Bxg6,Kb8,Take Rook  ,Moved,,,0-1,966,1578,basic,basic,basic
149,21,Nxd7+,Ka8,Take Rook and check ,Moved,,,0-1,966,1578,basic,basic,basic
149,22,Nf6,Bc8,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,23,Qf7,Kb7,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,24,Rfe1,Ka6,Moved,Moved,,,0-1,966,1578,basic,basic,basic
149,25,Re8,Qxe8,Moved,Take Rook  ,,,0-1,966,1578,basic,basic,basic
149,26,Qxe8,Bb7,Take Queen  ,Moved,,,0-1,966,1578,basic,basic,basic
149,27,Qa4#,,Check and Mate,Moved,,,0-1,966,1578,basic,basic,basic
150,1,e4,e5,Moved,Moved,,,0-1,1387,1586,competente,competente,competente
150,2,Qh5,Nc6,Moved,Moved,,,0-1,1387,1586,competente,competente,competente
150,3,Bc4,g6,Moved,Moved,,,0-1,1387,1586,competente,competente,competente
150,4,Qf3,Nf6,Moved,Moved,,,0-1,1387,1586,competente,competente,competente
150,5,h3,Nd4,Moved,Moved,,,0-1,1387,1586,competente,competente,competente
150,6,Qd3,d5,Moved,Moved,,,0-1,1387,1586,competente,competente,competente
150,7,Bb5+,c6,Check,Moved,,,0-1,1387,1586,competente,competente,competente
150,8,c3,dxe4,Moved,Take Pawn  ,,,0-1,1387,1586,competente,competente,competente
150,9,Qg3,Nc2+,Moved,Check,,,0-1,1387,1586,competente,competente,competente
150,10,Kf1,cxb5,Moved,Take Bishop  ,,,0-1,1387,1586,competente,competente,competente
150,11,Qxe5+,Be7,Take Pawn and check ,Moved,,,0-1,1387,1586,competente,competente,competente
150,12,Qxb5+,Kf8,Take Pawn and check ,Moved,,,0-1,1387,1586,competente,competente,competente
150,13,Ne2,a6,Moved,Moved,,,0-1,1387,1586,competente,competente,competente
150,14,Qg5,h6,Moved,Moved,,,0-1,1387,1586,competente,competente,competente
150,15,Qg3,Bd6,Moved,Moved,,,0-1,1387,1586,competente,competente,competente
150,16,Nf4,g5,Moved,Moved,,,0-1,1387,1586,competente,competente,competente
150,17,d3,Nxa1,Moved,Take Rook  ,,,0-1,1387,1586,competente,competente,competente
150,18,dxe4,Bxf4,Take Pawn  ,Take Knight  ,,,0-1,1387,1586,competente,competente,competente
150,19,Bxf4,Qd1#,Take Bishop   ,Check and Mate,,,0-1,1387,1586,competente,competente,competente
151,1,e4,e5,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,2,Bc4,Nc6,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,3,c3,Nf6,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,4,d3,Na5,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,5,Nf3,Nxc4,Moved,Take Bishop  ,,,0-1,1905,1612,expert,expert,expert
151,6,dxc4,d6,Take Knight   ,Moved,,,0-1,1905,1612,expert,expert,expert
151,7,Na3,Nxe4,Moved,Take Pawn  ,,,0-1,1905,1612,expert,expert,expert
151,8,Be3,c6,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,9,c5,Be6,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,10,O-O,Nxc5,Castle  ,Take Pawn  ,,,0-1,1905,1612,expert,expert,expert
151,11,Bxc5,dxc5,Take Knight   ,Take Pawn  ,,,0-1,1905,1612,expert,expert,expert
151,12,Nxe5,Qxd1,Take Pawn  ,Take Queen  ,,,0-1,1905,1612,expert,expert,expert
151,13,Rfxd1,Be7,Take Queen  ,Moved,,,0-1,1905,1612,expert,expert,expert
151,14,b3,Bf6,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,15,Re1,O-O-O,Moved,Long Castle  ,,,0-1,1905,1612,expert,expert,expert
151,16,Nac4,Kc7,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,17,f4,Rhe8,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,18,h3,b5,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,19,Na5,Bxe5,Moved,Take Knight  ,,,0-1,1905,1612,expert,expert,expert
151,20,Rxe5,Kb6,Take Bishop   ,Moved,,,0-1,1905,1612,expert,expert,expert
151,21,b4,cxb4,Moved,Take Pawn  ,,,0-1,1905,1612,expert,expert,expert
151,22,cxb4,Bd5,Take Pawn  ,Moved,,,0-1,1905,1612,expert,expert,expert
151,23,a3,Rxe5,Moved,Take Rook  ,,,0-1,1905,1612,expert,expert,expert
151,24,fxe5,Re8,Take Rook  ,Moved,,,0-1,1905,1612,expert,expert,expert
151,25,Re1,f6,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,26,e6,Rxe6,Moved,Take Pawn  ,,,0-1,1905,1612,expert,expert,expert
151,27,Rxe6,Bxe6,Take Rook  ,Take Pawn  ,,,0-1,1905,1612,expert,expert,expert
151,28,Kf2,c5,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,29,Ke3,Bd5,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,30,g4,g5,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,31,Kd3,Bg2,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
151,32,Nb3,,Moved,Moved,,,0-1,1905,1612,expert,expert,expert
152,1,e4,e5,Moved,Moved,,,1--0,1636,1892,expert,expert,expert
152,2,Nf3,Nc6,Moved,Moved,,,1--0,1636,1892,expert,expert,expert
152,3,Bc4,Na5,Moved,Moved,,,1--0,1636,1892,expert,expert,expert
152,4,d3,Nf6,Moved,Moved,,,1--0,1636,1892,expert,expert,expert
152,5,Nxe5,Nxc4,Take Pawn  ,Take Bishop  ,,,1--0,1636,1892,expert,expert,expert
152,6,Nxc4,d5,Take Knight   ,Moved,,,1--0,1636,1892,expert,expert,expert
152,7,exd5,b5,Take Pawn  ,Moved,,,1--0,1636,1892,expert,expert,expert
152,8,Ne3,Nxd5,Moved,Take Pawn  ,,,1--0,1636,1892,expert,expert,expert
152,9,Qf3,Bb4+,Moved,Check,,,1--0,1636,1892,expert,expert,expert
152,10,c3,Be6,Moved,Moved,,,1--0,1636,1892,expert,expert,expert
152,11,Nxd5,Bxd5,Take Knight   ,Take Knight  ,,,1--0,1636,1892,expert,expert,expert
152,12,Qg4,O-O,Moved,Castle  ,,,1--0,1636,1892,expert,expert,expert
152,13,cxb4,f5,Take Bishop   ,Moved,,,1--0,1636,1892,expert,expert,expert
152,14,Qg5,Bc6,Moved,Moved,,,1--0,1636,1892,expert,expert,expert
152,15,Qxd8,Raxd8,Take Queen  ,Take Queen  ,,,1--0,1636,1892,expert,expert,expert
152,16,Be3,Rxd3,Moved,Take Pawn  ,,,1--0,1636,1892,expert,expert,expert
152,17,Nc3,a5,Moved,Moved,,,1--0,1636,1892,expert,expert,expert
152,18,a3,f4,Moved,Moved,,,1--0,1636,1892,expert,expert,expert
152,19,Bc5,Re8+,Moved,Check,,,1--0,1636,1892,expert,expert,expert
152,20,Kf1,Rd2,Moved,Moved,,,1--0,1636,1892,expert,expert,expert
152,21,h4,axb4,Moved,Take Pawn  ,,,1--0,1636,1892,expert,expert,expert
152,22,axb4,Rxb2,Take Pawn  ,Take Pawn  ,,,1--0,1636,1892,expert,expert,expert
152,23,Rh3,Rd2,Moved,Moved,,,1--0,1636,1892,expert,expert,expert
152,24,Rd1,Rxd1+,Moved,Take Rook and check ,,,1--0,1636,1892,expert,expert,expert
152,25,Nxd1,Rd8,Take Rook  ,Moved,,,1--0,1636,1892,expert,expert,expert
152,26,Nc3,f3,Moved,Moved,,,1--0,1636,1892,expert,expert,expert
152,27,gxf3,Rd3,Take Pawn  ,Moved,,,1--0,1636,1892,expert,expert,expert
152,28,Ne2,Bxf3,Moved,Take Pawn  ,,,1--0,1636,1892,expert,expert,expert
152,29,Be3,Rd1#,Moved,Check and Mate,,,1--0,1636,1892,expert,expert,expert
153,1,Nf3,Nf6,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,2,d4,g6,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,3,Nc3,Bg7,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,4,d5,e6,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,5,dxe6,fxe6,Take Pawn  ,Take Pawn  ,,,1--0,1655,1622,expert,expert,expert
153,6,e4,O-O,Moved,Castle  ,,,1--0,1655,1622,expert,expert,expert
153,7,e5,Ng4,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,8,Bg5,Qe8,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,9,Nb5,Na6,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,10,Qd4,Nxe5,Moved,Take Pawn  ,,,1--0,1655,1622,expert,expert,expert
153,11,Nxe5,d6,Take Knight   ,Moved,,,1--0,1655,1622,expert,expert,expert
153,12,Nxc7,Nxc7,Take Pawn  ,Take Knight  ,,,1--0,1655,1622,expert,expert,expert
153,13,Qxd6,Nb5,Take Pawn  ,Moved,,,1--0,1655,1622,expert,expert,expert
153,14,Qc5,a6,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,15,a4,Na7,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,16,Bd3,Nc6,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,17,Nxc6,Qxc6,Take Knight   ,Take Knight  ,,,1--0,1655,1622,expert,expert,expert
153,18,Qxc6,bxc6,Take Queen  ,Take Knight  ,,,1--0,1655,1622,expert,expert,expert
153,19,c3,Rb8,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,20,Ra2,h6,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,21,Be3,g5,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,22,h4,g4,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,23,h5,Bd7,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,24,Bc5,Rf7,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,25,Rh4,e5,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,26,Bc4,Bf6,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,27,Rh2,Kg7,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,28,b4,e4,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,29,Rc2,Be5,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,30,Bxf7,Kxf7,Take Rook  ,Take Bishop  ,,,1--0,1655,1622,expert,expert,expert
153,31,Rh4,Rg8,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,32,Bd4,Ke6,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,33,Bxe5,Kxe5,Take Bishop   ,Take Bishop  ,,,1--0,1655,1622,expert,expert,expert
153,34,Re2,Be6,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,35,f3,Bf5,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,36,fxe4,Bxe4,Take Pawn  ,Take Pawn  ,,,1--0,1655,1622,expert,expert,expert
153,37,Rh1,Kd5,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,38,Rd2+,Ke5,Check,Moved,,,1--0,1655,1622,expert,expert,expert
153,39,Rf1,Rg5,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,40,Rf8,Rxh5,Moved,Take Pawn  ,,,1--0,1655,1622,expert,expert,expert
153,41,Re8+,Kf4,Check,Moved,,,1--0,1655,1622,expert,expert,expert
153,42,Rf2+,Ke3,Check,Moved,,,1--0,1655,1622,expert,expert,expert
153,43,Re2+,Kd3,Check,Moved,,,1--0,1655,1622,expert,expert,expert
153,44,R2xe4,g3,Take Bishop   ,Moved,,,1--0,1655,1622,expert,expert,expert
153,45,Re3+,Kc4,Check,Moved,,,1--0,1655,1622,expert,expert,expert
153,46,R8e6,Rh1+,Moved,Check,,,1--0,1655,1622,expert,expert,expert
153,47,Ke2,Rh2,Moved,Moved,,,1--0,1655,1622,expert,expert,expert
153,48,Rxc6+,Kb3,Take Pawn and check ,Moved,,,1--0,1655,1622,expert,expert,expert
153,49,Rxg3,,Take Pawn  ,Moved,,,1--0,1655,1622,expert,expert,expert
154,1,e4,e5,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,2,Nf3,Nc6,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,3,Bb5,a6,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,4,Ba4,Nf6,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,5,d3,b5,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,6,Bb3,Bb4+,Moved,Check,,,1--0,1641,1746,expert,expert,expert
154,7,c3,Bd6,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,8,Nbd2,Bc5,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,9,O-O,d6,Castle  ,Moved,,,1--0,1641,1746,expert,expert,expert
154,10,d4,exd4,Moved,Take Pawn  ,,,1--0,1641,1746,expert,expert,expert
154,11,cxd4,Nxd4,Take Pawn  ,Take Pawn  ,,,1--0,1641,1746,expert,expert,expert
154,12,Nxd4,Bxd4,Take Knight   ,Take Pawn  ,,,1--0,1641,1746,expert,expert,expert
154,13,Nf3,Bc5,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,14,e5,dxe5,Moved,Take Pawn  ,,,1--0,1641,1746,expert,expert,expert
154,15,Qxd8+,Kxd8,Take Queen and check ,Take Queen  ,,,1--0,1641,1746,expert,expert,expert
154,16,Nxe5,Re8,Take Pawn  ,Moved,,,1--0,1641,1746,expert,expert,expert
154,17,Nxf7+,Kd7,Take Pawn and check ,Moved,,,1--0,1641,1746,expert,expert,expert
154,18,Rd1+,Kc6,Check,Moved,,,1--0,1641,1746,expert,expert,expert
154,19,a4,Bg4,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,20,axb5+,axb5,Take Pawn and check ,Take Pawn  ,,,1--0,1641,1746,expert,expert,expert
154,21,Rxa8,Rxa8,Take Rook  ,Take Rook  ,,,1--0,1641,1746,expert,expert,expert
154,22,Ne5+,Kb6,Check,Moved,,,1--0,1641,1746,expert,expert,expert
154,23,Nxg4,Nxg4,Take Bishop   ,Take Knight  ,,,1--0,1641,1746,expert,expert,expert
154,24,Be3,Nxe3,Moved,Take Bishop  ,,,1--0,1641,1746,expert,expert,expert
154,25,fxe3,Bxe3+,Take Knight   ,Take Bishop and check ,,,1--0,1641,1746,expert,expert,expert
154,26,Kh1,Ra2,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,27,Bxa2,Bf4,Take Rook  ,Moved,,,1--0,1641,1746,expert,expert,expert
154,28,Rd7,Be5,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,29,b3,Kc6,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,30,Rd3,h6,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,31,g3,Kc5,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,32,Kg2,Kb4,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,33,Rf3,Bc3,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,34,Kf2,c6,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,35,Ke2,c5,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,36,Kd1,g5,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,37,Kc2,Bd4,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,38,Rd3,Bg1,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,39,h3,Bd4,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,40,Rxd4+,cxd4,Take Bishop and check  ,Take Rook  ,,,1--0,1641,1746,expert,expert,expert
154,41,Kd3,Ka3,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,42,Bb1,Kxb3,Moved,Take Pawn  ,,,1--0,1641,1746,expert,expert,expert
154,43,Kxd4,b4,Take Pawn  ,Moved,,,1--0,1641,1746,expert,expert,expert
154,44,Ke5,Kb2,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,45,Bf5,b3,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,46,Kf6,Ka1,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,47,Kg6,b2,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,48,Kxh6,b1=Q,Take Pawn  ,Promoted  ,,,1--0,1641,1746,expert,expert,expert
154,49,Bxb1,Kxb1,Take Pawn  ,Take Bishop  ,,,1--0,1641,1746,expert,expert,expert
154,50,Kxg5,Kc2,Take Pawn  ,Moved,,,1--0,1641,1746,expert,expert,expert
154,51,Kf5,Kd3,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,52,h4,Ke3,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,53,h5,Kf3,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,54,g4,Ke2,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
154,55,h6,,Moved,Moved,,,1--0,1641,1746,expert,expert,expert
155,1,Nf3,d5,Moved,Moved,,,1--0,1649,1507,expert,expert,expert
155,2,d4,Nc6,Moved,Moved,,,1--0,1649,1507,expert,expert,expert
155,3,Nc3,Bf5,Moved,Moved,,,1--0,1649,1507,expert,expert,expert
155,4,Nh4,Bg6,Moved,Moved,,,1--0,1649,1507,expert,expert,expert
155,5,Nxg6,hxg6,Take Bishop   ,Take Knight  ,,,1--0,1649,1507,expert,expert,expert
155,6,e4,dxe4,Moved,Take Pawn  ,,,1--0,1649,1507,expert,expert,expert
155,7,d5,Ne5,Moved,Moved,,,1--0,1649,1507,expert,expert,expert
155,8,Qd4,Rh5,Moved,Moved,,,1--0,1649,1507,expert,expert,expert
155,9,Bf4,f6,Moved,Moved,,,1--0,1649,1507,expert,expert,expert
155,10,Qxe4,Qd6,Take Pawn  ,Moved,,,1--0,1649,1507,expert,expert,expert
155,11,Bb5+,c6,Check,Moved,,,1--0,1649,1507,expert,expert,expert
155,12,g4,Rh4,Moved,Moved,,,1--0,1649,1507,expert,expert,expert
155,13,dxc6,Rd8,Take Pawn  ,Moved,,,1--0,1649,1507,expert,expert,expert
155,14,c7+,Kf7,Check,Moved,,,1--0,1649,1507,expert,expert,expert
155,15,Qxb7,g5,Take Pawn  ,Moved,,,1--0,1649,1507,expert,expert,expert
155,16,Bc4+,Kg6,Check,Moved,,,1--0,1649,1507,expert,expert,expert
155,17,Rd1,Nf3+,Moved,Check,,,1--0,1649,1507,expert,expert,expert
155,18,Qxf3,,Take Knight   ,Moved,,,1--0,1649,1507,expert,expert,expert
156,1,d4,d5,Moved,Moved,,,1/2-1/2,1518,1649,competente,competente,competente
156,2,Nc3,c6,Moved,Moved,,,1/2-1/2,1518,1649,competente,competente,competente
156,3,Nf3,e6,Moved,Moved,,,1/2-1/2,1518,1649,competente,competente,competente
156,4,Bf4,Be7,Moved,Moved,,,1/2-1/2,1518,1649,competente,competente,competente
156,5,e3,Nf6,Moved,Moved,,,1/2-1/2,1518,1649,competente,competente,competente
156,6,Nd2,a6,Moved,Moved,,,1/2-1/2,1518,1649,competente,competente,competente
156,7,Bd3,c5,Moved,Moved,,,1/2-1/2,1518,1649,competente,competente,competente
